"ACRONIM","","http://"
"IVAR","Research Institute for Volcanology and Risks Assessment","http://www."
"IVAR","Research Institute for Volcanology and Risks Assessment","http://www."
"ITQB","","http://"
"GREEN-IT","Bioresources for Sustainability","http://www."
"GREEN-IT","Bioresources for Sustainability","http://www."
"CITA","-A","http://"
"DEI","Centre for Studies in Education and Innovation","http://www."
"DEI","Centre for Studies in Education and Innovation","http://www."
"CISeD","Research Centre in Digital Services","http://www."
"CISeD","Research Centre in Digital Services","http://www."
"ILTEC","","http://"
"CIAC","Research Centre for Arts and Communication","https://ciac."
"CIAC","Research Centre for Arts and Communication","https://ciac."
"ACRONIM","","http://"
"IVAR","Research Institute for Volcanology and Risks Assessment","http://www."
"IVAR","Research Institute for Volcanology and Risks Assessment","http://www."
"ITQB","","http://"
"GREEN-IT","Bioresources for Sustainability","http://www."
"GREEN-IT","Bioresources for Sustainability","http://www."
"CITA","-A","http://"
"DEI","Centre for Studies in Education and Innovation","http://www."
"DEI","Centre for Studies in Education and Innovation","http://www."
"CISeD","Research Centre in Digital Services","http://www."
"CISeD","Research Centre in Digital Services","http://www."
"ILTEC","","http://"
"CIAC","Research Centre for Arts and Communication","https://ciac."
"CIAC","Research Centre for Arts and Communication","https://ciac."
"ACRONIM","","http://"
"IVAR","Research Institute for Volcanology and Risks Assessment","http://www."
"IVAR","Research Institute for Volcanology and Risks Assessment","http://www."
"ITQB","","http://"
"GREEN-IT","Bioresources for Sustainability","http://www."
"GREEN-IT","Bioresources for Sustainability","http://www."
"CITA","-A","http://"
"DEI","Centre for Studies in Education and Innovation","http://www."
"DEI","Centre for Studies in Education and Innovation","http://www."
"CISeD","Research Centre in Digital Services","http://www."
"CISeD","Research Centre in Digital Services","http://www."
"ILTEC","","http://"
"CIAC","Research Centre for Arts and Communication","https://ciac."
"CIAC","Research Centre for Arts and Communication","https://ciac."
"ACRONIM","","http://"
"IVAR","Research Institute for Volcanology and Risks Assessment","http://www."
"IVAR","Research Institute for Volcanology and Risks Assessment","http://www."
"ITQB","","http://"
"GREEN-IT","Bioresources for Sustainability","http://www."
"GREEN-IT","Bioresources for Sustainability","http://www."
"CITA","-A","http://"
"DEI","Centre for Studies in Education and Innovation","http://www."
"DEI","Centre for Studies in Education and Innovation","http://www."
"CISeD","Research Centre in Digital Services","http://www."
"CISeD","Research Centre in Digital Services","http://www."
"ILTEC","","http://"
"CIAC","Research Centre for Arts and Communication","https://ciac."
"CIAC","Research Centre for Arts and Communication","https://ciac."
"ACRONIM","","http://"
"IVAR","Research Institute for Volcanology and Risks Assessment","http://www."
"IVAR","Research Institute for Volcanology and Risks Assessment","http://www."
"ITQB","","http://"
"GREEN-IT","Bioresources for Sustainability","http://www."
"GREEN-IT","Bioresources for Sustainability","http://www."
"CITA","-A","http://"
"DEI","Centre for Studies in Education and Innovation","http://www."
"DEI","Centre for Studies in Education and Innovation","http://www."
"CISeD","Research Centre in Digital Services","http://www."
"CISeD","Research Centre in Digital Services","http://www."
"ILTEC","","http://"
"CIAC","Research Centre for Arts and Communication","https://ciac."
"CIAC","Research Centre for Arts and Communication","https://ciac."
"NAME","WEBPAGE","http://"
"MOSTMICRO","ITQB","http://"
"GREEN-IT","Bioresources for Sustainability","http://www."
"GREEN-IT","Bioresources for Sustainability","http://www."
"IITAA","CITA-A","http://"
"CELGA","ILTEC","http://"
"NAME","WEBPAGE","http://"
"IVAR","Research Institute for Volcanology and Risks Assessment","http://www."
"IVAR","Research Institute for Volcanology and Risks Assessment","http://www."
"MOSTMICRO","ITQB","http://"
"GREEN-IT","Bioresources for Sustainability","http://www."
"GREEN-IT","Bioresources for Sustainability","http://www."
"IITAA","CITA-A","http://"
"DEI","Centre for Studies in Education and Innovation","http://www."
"DEI","Centre for Studies in Education and Innovation","http://www."
"CISeD","Research Centre in Digital Services","http://www."
"CISeD","Research Centre in Digital Services","http://www."
"CELGA","ILTEC","http://"
"CIAC","Research Centre for Arts and Communication","https://ciac."
"CIAC","Research Centre for Arts and Communication","https://ciac."
"NAME","WEBPAGE","http://"
"IVAR","Research Institute for Volcanology and Risks Assessment","http://www."
"IVAR","Research Institute for Volcanology and Risks Assessment","http://www."
"MOSTMICRO","ITQB","http://"
"GREEN-IT","Bioresources for Sustainability","http://www."
"GREEN-IT","Bioresources for Sustainability","http://www."
"IITAA","CITA-A","http://"
"DEI","Centre for Studies in Education and Innovation","http://www."
"DEI","Centre for Studies in Education and Innovation","http://www."
"CISeD","Research Centre in Digital Services","http://www."
"CISeD","Research Centre in Digital Services","http://www."
"CELGA","ILTEC","http://"
"CIAC","Research Centre for Arts and Communication","https://ciac."
"CIAC","Research Centre for Arts and Communication","https://ciac."
